taxon	date
KJ501469_2003.6192_USA_NE_Knox_-97.8921_42.6363	2003-08-15
KJ501470_2003.5918_USA_SD_Day_-97.6074_45.3672	2003-08-05
KJ501471_2005.611_USA_AZ_Coconino_-111.7705_35.8387	2005-08-12
KJ501473_2001.737_USA_IL_Dupage_-88.0856_41.852	2001-09-27
KJ501474_2002.737_USA_IA_Kossuth_-94.2067_43.2041	2002-09-27
KJ501479_2002.674_USA_KY_Boone_-84.728_38.97	2002-09-04
KJ501480_2001.6986_USA_MD_AnneArundel_-76.6117_39.0052	2001-09-13
KJ501485_2006.5425_USA_NV_Churchill_-118.3358_39.5809	2006-07-18
KJ501486_2001.7096_USA_NJ_Mercer_-74.7017_40.2833	2001-09-17
KJ501488_2003.5562_USA_ND_Stutsman_-98.9588_46.9793	2003-07-23
KJ501493_2001.7507_USA_DC_DistrictofColumbia_-77.0145_38.9102	2001-10-02
KJ501496_2001.7726_USA_IL_Cook_-87.8167_41.84	2001-10-10
KJ501499_2003.7507_USA_MD_PrinceGeorge's_-76.8445_38.8325	2003-10-02
KJ501500_2009.9726_USA_MD_Talbot_-76.0876_38.7761	2009-12-22
KJ501504_2003.6137_USA_ND_Burleigh_-100.4688_46.9775	2003-08-13
KJ501506_2003.7452_USA_OK_Payne_-96.9758_36.0773	2003-09-30
KJ501507_2001.6603_USA_SD_Bennett_-101.6642_43.195	2001-08-30
KJ501509_2001.8548_USA_WI_Milwaukee_-87.9667_43.007	2001-11-09
KJ501512_2001.7507_USA_GA_Fulton_-84.4671_33.7903	2001-10-02
KJ501515_2001.8301_USA_NJ_Middlesex_-74.413_40.4384	2001-10-31
KJ501516_2001.7178_USA_OH_Wood_-83.623_41.3617	2001-09-20
KJ501518_2007.5671_USA_MT_Phillips_-107.9133_48.2591	2007-07-27
KJ786935_2012.6393_USA_TX_Harris_-95.3831_29.7628	2012-08-22
KR348916_2008.6284_USA_CA_ContraCosta_-121.679_37.9986	2008-08-18
KR348919_2009.5726_USA_CA_ContraCosta_-121.621_38.0014	2009-07-29
KR348920_2009.1808_USA_CA_ContraCosta_-121.797_38.0108	2009-03-08
KR348921_2009.1808_USA_CA_ContraCosta_-121.797_38.011	2009-03-08
KR348922_2009.6274_USA_CA_ContraCosta_-121.588_37.8944	2009-08-18
KR348925_2003.6301_USA_CA_Imperial_-115.6144_33.1781	2003-08-19
KR348928_2007.7644_USA_CA_Riverside_-116.0789_33.54	2007-10-07
KR348929_2008.765_USA_CA_Riverside_-115.991_33.5254	2008-10-07
KR348930_2009.0219_USA_CA_Riverside_-116.0789_33.526	2009-01-09
KR348935_2005.4055_USA_CA_Riverside_-115.9255_33.5112	2005-05-29
KR348936_2008.7322_USA_CA_Riverside_-116.4984_33.8055	2008-09-25
KR348939_2005.463_USA_CA_Riverside_-116.0615_33.5691	2005-06-19
KR348943_2004.2842_USA_CA_Riverside_-115.9255_33.5112	2004-04-14
KR348945_2004.3224_USA_CA_Riverside_-115.9393_33.5211	2004-04-28
KR348946_2008.5601_USA_CA_LosAngeles_-118.469_34.1894	2008-07-24
KR348948_2004.623_USA_CA_Riverside_-116.3008_33.6775	2004-08-16
KR348949_2004.6448_USA_CA_Riverside_-116.372_33.7025	2004-08-24
